latitude,longitude,datetime
84.69122,137.34749,2019-10-09 15:20:00
84.69141,137.34631,2019-10-09 15:31:00
84.69156,137.34549,2019-10-09 15:40:00
84.69174,137.34457,2019-10-09 15:50:00
84.69192,137.34378,2019-10-09 16:00:00
84.69212,137.34291,2019-10-09 16:10:00
84.69231,137.34209,2019-10-09 16:20:00
84.69250,137.34125,2019-10-09 16:30:00
84.69272,137.34045,2019-10-09 16:40:00
84.69295,137.33949,2019-10-09 16:50:00
84.69315,137.33853,2019-10-09 17:00:00
84.69337,137.33755,2019-10-09 17:10:00
84.69359,137.33653,2019-10-09 17:20:00
84.69381,137.33549,2019-10-09 17:30:00
84.69404,137.33424,2019-10-09 17:40:00
84.69427,137.33281,2019-10-09 17:50:00
84.69448,137.33151,2019-10-09 18:00:00
84.69469,137.33003,2019-10-09 18:10:00
84.69492,137.32857,2019-10-09 18:20:00
84.69514,137.32695,2019-10-09 18:30:00
84.69537,137.32529,2019-10-09 18:40:00
84.69559,137.32344,2019-10-09 18:50:00
84.69581,137.32150,2019-10-09 19:00:00
84.69601,137.31935,2019-10-09 19:10:00
84.69623,137.31708,2019-10-09 19:20:00
84.69644,137.31465,2019-10-09 19:30:00
84.69665,137.31209,2019-10-09 19:40:00
84.69685,137.30942,2019-10-09 19:50:00
84.69707,137.30621,2019-10-09 20:00:00
84.69726,137.30327,2019-10-09 20:10:00
84.69746,137.29993,2019-10-09 20:20:00
84.69765,137.29651,2019-10-09 20:30:00
84.69785,137.29283,2019-10-09 20:40:00
84.69804,137.28905,2019-10-09 20:50:00
84.69822,137.28500,2019-10-09 21:00:00
84.69842,137.28073,2019-10-09 21:10:00
84.69860,137.27628,2019-10-09 21:20:00
84.69879,137.27164,2019-10-09 21:30:00
84.69897,137.26697,2019-10-09 21:40:00
84.69918,137.26189,2019-10-09 21:50:00
84.69936,137.25685,2019-10-09 22:00:00
84.69952,137.25182,2019-10-09 22:10:00
84.69967,137.24695,2019-10-09 22:20:00
84.70009,137.23767,2019-10-09 22:30:00
84.70016,137.23448,2019-10-09 22:40:00
84.70030,137.22890,2019-10-09 22:50:00
84.70049,137.22325,2019-10-09 23:00:00
84.70070,137.21724,2019-10-09 23:10:00
84.70091,137.21109,2019-10-09 23:20:00
84.70114,137.20483,2019-10-09 23:30:00
84.70139,137.19830,2019-10-09 23:40:00
84.70163,137.19176,2019-10-09 23:50:00
84.70190,137.18510,2019-10-10 00:00:00
84.70216,137.17845,2019-10-10 00:10:00
84.70245,137.17169,2019-10-10 00:20:00
84.70273,137.16492,2019-10-10 00:30:00
84.70303,137.15802,2019-10-10 00:40:00
84.70335,137.15121,2019-10-10 00:50:00
84.70363,137.14442,2019-10-10 01:00:00
84.70395,137.13756,2019-10-10 01:10:00
84.70426,137.13072,2019-10-10 01:20:00
84.70459,137.12383,2019-10-10 01:30:00
84.70491,137.11688,2019-10-10 01:40:00
84.70527,137.10962,2019-10-10 01:50:00
